ID,Name,Rating,Review_Count,Address,Phone,Latitude,Longitude,Price
LFUXTp3kBIC06ykrorH6Ww,Ritual Coffee Roasters,4.0,83,"1300 Haight St San Francisco, CA 94117",+14158650929,37.7705210048869,-122.443815842271,$$
E4FkDzb2W1kKGiBT6df4hg,Bernie's,4.5,331,"3966 24th St San Francisco, CA 94114",,37.751604302734,-122.43115716868,$
7Ueg5nzWAPv3LMLc2k9alA,Beanery,4.0,307,"1307 9th Ave San Francisco, CA 94122",+14156611255,37.7638261367704,-122.466385270526,$
K0-z1Wj0tysWhSgMaXtlGg,Philz Coffee,4.5,485,"399 Golden Gate Ave San Francisco, CA 94102",+14156217000,37.78135,-122.41684,$
5rvyNzIminCO4u-hyozv_w,Equator Coffees,4.5,98,"222 2nd St San Francisco, CA 94105",+14158729482,37.7863718240192,-122.398275956512,$$
kvqXqZqGfEqfA0shqAgXDw,Bloomstock,5.0,11,"1730 Yosemite Ave San Francisco, CA 94124",,37.72846,-122.39397,N/A
2HY8Z7uRLv6bQAjt-71Mkw,Cafe de Olla,5.0,3,"2301 Mission St San Francisco, CA 94110",,37.76008,-122.4188,N/A
5BDM9d8DI_iHGyBmJzWBow,Saint Frank Coffee,4.5,34,"1081 Mission St San Francisco, CA 94103",+14158818062,37.7794760416406,-122.410497234799,$$
DRbzdSEBEOkIR5p9l1Ujnw,Stanza Coffee Bar,4.0,234,"1673 Haight St San Francisco, CA 94117",+14155291592,37.76937,-122.45005,$$
7jCbynLs9w6C_ZG9vGjGhw,Matching Half Cafe,4.0,377,"1799 McAllister St San Francisco, CA 94115",+14156748699,37.777294112938,-122.44146193004,$$
CAaCt-zyjxenxdWL2TnQRg,Henry's House of Coffee,4.5,363,"1618 Noriega St San Francisco, CA 94122",+14156819363,37.75429,-122.48122,$
l7x9dM4TVVNMsiUgsdNklw,Cafe Réveille,4.0,105,"201 Steiner St San Francisco, CA 94117",+14155292034,37.7710554824632,-122.432099291995,$$
2hR4tWOCcz88HFYB4U3FkA,Spike's Coffees & Teas,4.5,203,"4117 19th St San Francisco, CA 94114",+14156265573,37.75916,-122.43503,$
ppUyFBWrnUEAnuwPlfSF1A,Mauerpark,4.5,64,"500 Church St San Francisco, CA 94114",+14155254429,37.76269,-122.42872,N/A
Kvb_fDRHOtD7Z-q1r6sn4g,Enough Tea & Coffee,5.0,6,"22 4th St Ste 10 San Francisco, CA 94103",,37.78519767,-122.405786,N/A
EFefgQdk_19WxQXvVtwEog,Blue Bottle Coffee,4.5,1671,"315 Linden St San Francisco, CA 94102",+15106533394,37.77638,-122.423211,$$
FCTaVlAbGzKNIA59mX38dg,Chestnut Street Coffee Roastery,4.0,317,"2331 Chestnut St San Francisco, CA 94123",+14159315282,37.7999724,-122.4417735,$
5oNzSLvDDUyDIHCI4asntA,Castro Coffee Company,4.5,213,"427 Castro St San Francisco, CA 94114",+14155526676,37.7621868135634,-122.434965349623,$
rwjQaoXIpF3HLKGetx5TUw,Cafe 4,4.5,590,"20600 John Dr Castro Valley, CA 94546",+15103703610,37.692684,-122.093701,$
ziENGkelh-BBEEbdAE6k2g,Trouble Coffee Company,3.5,1150,"4033 Judah St San Francisco, CA 94122",+14156909119,37.7603286954313,-122.505439026515,$$
bPNeUoo_yQMwBBphd4pV1Q,Breck's,4.0,32,"2 Clement St San Francisco, CA 94118",+14157425040,37.7832695,-122.45917817,N/A
VFjEXALxQDbpByS1HC9Nrw,Blue Bottle Coffee,3.5,8,"199 Sutter St San Francisco, CA 94104",+15106533394,37.789654,-122.403629,N/A
9XoXFO_3qqHHndg-RqEH_Q,Verve Coffee Roasters,4.0,197,"2101 Market St San Francisco, CA 94114",+14157800867,37.7671543054536,-122.429103925824,$$
jFVOo4dUGCXIU1aDcM1xSA,Blue Bottle Coffee,3.5,99,"2453 Fillmore St San Francisco, CA 94115",+15106533394,37.7920914812167,-122.434531153206,$$
MweAq9W5Vza9XdhO6j-z-w,Four Barrel Coffee,4.0,158,"2 Burrows St San Francisco, CA 94134",,37.7289353,-122.4036865,$$
XpwlIikIpDa8Squ9sHeTqA,Karma Cafe,4.5,60,"1901 Hayes St San Francisco, CA 94117",+14157029761,37.77359,-122.44781,$$
rdgIUJDh3Rnssu3fnzBR9A,Kaleidoscope Coffee,4.5,215,"109 Park Pl Richmond, CA 94801",+15102600848,37.9267555620929,-122.384824076137,$
AfqpSxetSUMc63ZPCfbneg,Craftsman and Wolves,4.0,1513,"746 Valencia St San Francisco, CA 94110",+14159137713,37.7609695,-122.4218206,$$
Yb7cibCAku1zztMjiGuQHw,Jane The Bakery,4.0,288,"1881 Geary Blvd San Francisco, CA 94115",+14156587971,37.7838,-122.43411,$$
kyVarru3AiouGrCO1gZxuw,Iron Horse Coffee,4.5,106,"25 Maiden Ln San Francisco, CA 94108",+14154042877,37.7882923185825,-122.404029965401,$
zR-yA30YzrD97BdFNO9elQ,Beanstalk Café - Inner Richmond,4.0,61,"4555 California St San Francisco, CA 94118",+14157424101,37.78451,-122.4665,$$
4Zz1YLRd6cdNyo2I1gT8kg,Douglas,4.0,36,"1598 Sanchez St San Francisco, CA 94131",+14155903261,37.74367,-122.42914,N/A
y4M-pPW9LZCG0R5euxMs-w,Rustic Bakery,4.0,415,"2017 Larkspur Landing Cir Marin Country Mart Larkspur, CA 94939",+14154619900,37.9478342,-122.50824,$$
cQfRu22j4nAuycKWHexAIA,Réveille Coffee Co.,4.0,404,"200 Columbus Ave San Francisco, CA 94133",+14157896258,37.7972059782064,-122.405463418284,$$
CeKMfsoaLzlpOq53kuvmWw,Brewja Coffee,4.5,38,"15857 Channel St San Lorenzo, CA 94580",,37.67582667,-122.14220833,N/A
-iBAgv9j3SX5u74CRmklFQ,Equator Coffees,4.5,74,"2 Marina Blvd San Francisco, CA 94123",+14157201461,37.8052942,-122.431894908157,$$
v3hMOlyGUQQfGZQMXFNoZg,Sextant Coffee Roasters,4.0,197,"1415 Folsom St San Francisco, CA 94103",+14153551415,37.7724716,-122.4129463,$$
WJbmts16VK_WUEkoOKGzKw,Antigua Coffee Shop,4.5,192,"1131 Taraval St San Francisco, CA 94116",+14156833259,37.7427788,-122.478508,$
rKyZ6bPBXaCp_-lX6TlS1Q,Paramo Coffee Company,4.5,141,"4 Embarcadero Ctr San Francisco, CA 94111",+14154344472,37.7946683906423,-122.395721196916,$
MTIqLOBdISaon4G22qb5Lg,Thorough Bread & Pastry,4.5,847,"248 Church St San Francisco, CA 94114",+14155580690,37.7665123809431,-122.429034858942,$
w9Cp0yvUbvj4dztPbSp_Dg,Philz Coffee,4.5,171,"1258 Minnesota St San Francisco, CA 94107",+14154231474,37.754338,-122.39008,$
G1oAfI-mVeXZttCD1s9SoQ,Spruce Cafe,4.0,295,"230 S Spruce Ave South San Francisco, CA 94080",+16506348438,37.64757,-122.42035,$
8q6K5RpZstSassf4DUcJiw,Highwire Coffee Truck,5.0,1,"2400 Monarch St Alameda, CA 94501",+15104200473,37.7853,-122.30802,N/A
NBHEZHWp5rtZDTEGiwsweA,The Point,4.5,46,"505 Brannan St San Francisco, CA 94107",,37.7777857720232,-122.397009568866,$
YwUNN1gaYHNHbeSeo5PELA,Avenues San Francisco,4.5,48,"3606 Taraval St San Francisco, CA 94116",,37.74191,-122.50488,$$
QRrVqIORkVzaNXRmQCiAuw,UpForDayz Coffee,5.0,89,"1198 Valencia St San Francisco, CA 94110",,37.75393,-122.42118,$
NUrDd8QedLz9G6KFC458sA,Contraband Coffee Bar,4.0,754,"1415 Larkin St San Francisco, CA 94109",+14158397388,37.7910817591518,-122.419250557043,$$
tQE4SPlX9ZlFSbF4JPU4pg,"La Boulangerie de San Francisco, Pine",4.5,756,"2325 Pine St San Francisco, CA 94115",+14154400356,37.78762,-122.43403,$
rYW3fJTOFiqcvTVkNkO39Q,Tierra Mia Coffee,4.5,208,"3188 Mission St San Francisco, CA 94110",+14155253142,37.7458862,-122.4198646,$$
xI2gY1Bf0MrV0E7k9lbUvg,Sightglass Coffee,4.0,234,"3014 20th St San Francisco, CA 94110",+14156411043,37.759243,-122.4111862,$$
1pt2rJJrCxVs5YbWiAqMxQ,As Quoted,3.5,218,"3613 Sacramento St San Francisco, CA 94118",+14159140689,37.78728,-122.45218,$$
O6tHtZC9tEfyHjr7gZ0Nyw,Spin City Coffee,4.0,132,"1299 Sanchez St San Francisco, CA 94114",+14153410244,37.7485,-122.42907,$
aKMxYmJxom1ZeYHpLgGy2g,Coffee Bar,4.0,301,"101 Montgomery St San Francisco, CA 94104",+14156152238,37.7903925,-122.4021594,$$
Pp7aw9Vl_TOtdUyNHrv83Q,Vive La Tarte,4.0,49,"4026 24th St San Francisco, CA 94114",+14157805818,37.75163,-122.43261,$$
b1zMlSbFOk5MfxJ_HiB4SA,Central Coffee Tea & Spice,4.5,311,"1696 Hayes St San Francisco, CA 94117",+14159222008,37.7742194384336,-122.444210797548,$
1U9_ZNruMLf4EL0pMoxb_w,Arsicault Bakery,4.5,1155,"397 Arguello Blvd San Francisco, CA 94118",+14157509460,37.783429,-122.459307,$$
rCpCBeWQ8NNI_q6kq6JlQQ,YakiniQ Cafe,4.0,676,"1640 Post St Fl 2 San Francisco, CA 94115",+14154419291,37.7859461,-122.4288918,$$
Bcvvia9zPFe3BV6c6Ld9Kw,Blue Bottle Coffee,4.0,356,"115 Sansome St San Francisco, CA 94104",+15106533394,37.7913156019325,-122.401013486507,$$
r49CWbLD6ilNlr1dsVWpyw,Phin Bar,5.0,29,"San Francisco, CA 94016",,37.74434,-122.47868,N/A
qL2rC5tuTBWzPk8Vol-rVA,Family Cafe,5.0,32,"362 Columbus Ave San Francisco, CA 94133",,37.79852,-122.40739,$$
b-qKz-s2lYfWnIQJ4QukZQ,Stanza Coffee,4.0,316,"3126 16th St San Francisco, CA 94103",+14155538966,37.7648968,-122.4225344,$
k1LT08YQd0BAMadJJy2IuQ,Sightglass Coffee,4.0,44,"151 3rd St Sfmoma San Francisco, CA 94103",+14153574000,37.78592,-122.4008003,$$
xsPH85XaMLCMYQqTZHnfqA,Lookout Cafe,4.0,32,"600-798 Point Lobos Ave San Francisco, CA 94121",+14153799471,37.779551,-122.511637,$$
x29tzG5M7VbZhpG1jcREKQ,Cafe de Casa,4.5,399,"2701 Leavenworth St San Francisco, CA 94133",+14153451055,37.8061099,-122.41892,$$
PgvPentGpYF5ZuEyHQPi9Q,Provender,4.0,157,"1415 18th St San Francisco, CA 94107",+14156851722,37.7624810100683,-122.396886236966,$$
C3o-rXY_jQ686sSAlouhCw,Cantata Coffee Company,4.0,255,"1708 Haight St San Francisco, CA 94117",+14152215555,37.7696739,-122.4504544,$
K8Fu4xrYFXphxudCoiAz_A,Cafe St. Jorge,4.5,443,"3438 Mission St San Francisco, CA 94110",+14158142028,37.741612083577,-122.422536600206,$$
hCMoQZXyX-hZSm_5Iqfh-Q,Coffee Bar,4.5,78,"433 Kearny St San Francisco, CA 94108",+14157951214,37.79204,-122.40501,$$
4vrX5JhM1D3dTiL4DU5clQ,Neighbor Bakehouse,4.5,739,"2343 3rd St San Francisco, CA 94107",+14155497716,37.759631,-122.388171,$$
LPlebkRnRpmbrjz9Z8sYPg,Farley's,4.0,647,"1315 18th St San Francisco, CA 94107",+14156481545,37.7625322,-122.3959853,$
BFojhdNbAIF1Larqz2t_-Q,Craftsman and Wolves - The Den,4.0,101,"1598 Yosemite Ave San Francisco, CA 94124",+14154233337,37.7269073837324,-122.391263064064,$$
R-1tDX2JbNA1GTR-DWiZQQ,La Promenade Café,4.5,324,"3643 Balboa St San Francisco, CA 94121",+14152216063,37.7755377573718,-122.498195921188,$
oCenYSSuCHBZO3VSHq7GSA,Earth's Coffee,4.0,97,"3400 Geary Blvd San Francisco, CA 94118",+14159338628,37.7817,-122.45587,$
LYR-FTjuFk_cCKI7mqO10A,Hole In The Wall Coffee,4.5,142,"524 Union St San Francisco, CA 94133",+14158102092,37.800665,-122.408218,$
kZtCd070jWwmCAFOTIm2Wg,Blue Bottle Coffee,4.5,104,"1355 Market St Ste 190 San Francisco, CA 94103",+15106533394,37.77674,-122.41636,$$
akXf1BdFZjQb2fO8Ca7FtA,Philz Coffee,4.5,1669,"3101 24th St San Francisco, CA 94110",+14158759370,37.752397102831,-122.41426366546,$
rJuREfb9mZTCNgXDsOPLtw,Sunstream Coffee,4.0,191,"2884 Geary Blvd San Francisco, CA 94118",+14155675330,37.78237,-122.44986,$
SiqcQqHhRtQbtkXOLo640g,Vega Coffee,4.5,128,"1246 Folsom St San Francisco, CA 94103",+14156406843,37.7745635,-122.410969,$
p1M3cWHB3ASp9KlzKovMrQ,Excelsior Coffee,5.0,42,"4495 Mission St San Francisco, CA 94112",,37.72624,-122.43327,$
QpJlxjEoYI1gF1PvScwlvQ,Special Xtra Coffee,4.0,156,"46 Minna St San Francisco, CA 94105",,37.7885614,-122.3982078,$
elgE2cUhKotsLoBUdghexQ,Devil's Teeth Baking Company,4.5,1600,"3876 Noriega St San Francisco, CA 94122",+14156835533,37.753182446703,-122.505007542328,$
MNE2e4UoORx_JqJzKTkRlQ,Cafe Enchante,4.0,311,"6157 Geary Blvd San Francisco, CA 94121",+14155003345,37.7798551,-122.485452,$
Q9KeURmTqRFLKb_3Dxq6Jw,Cafe Murano,4.0,284,"1777 Steiner St San Francisco, CA 94115",,37.785496,-122.435087,$
YLr8XxcQBYsKcKDHwaYnXQ,Blue Bottle Coffee,4.0,132,"2 S Park St San Francisco, CA 94107",+15106533394,37.78242,-122.39323,$$
asOdajhfMCSx_x60j4D42w,Mazarine Coffee,4.0,792,"720 Market St San Francisco, CA 94102",,37.787579982406,-122.404056472387,$$
MX_71BGWVds0YykaEoTaog,Philz Coffee,4.0,15,"2234 Polk St San Francisco, CA 94109",+14156605936,37.79749,-122.4218,N/A
R3YMmqmPIjJh8V80VpTD1w,Le Cafe du Soleil,4.0,702,"200 Fillmore St San Francisco, CA 94102",+14159348637,37.77135,-122.430086,$$
7SRJWnPVRxwqke3d82qefw,Java Beach Cafe,4.0,1048,"1396 La Playa St San Francisco, CA 94122",+14156655282,37.760452,-122.508934,$$
vt7oGi83g4q3PICj-SXCOA,Mission Blue,5.0,54,"144 Leland Ave San Francisco, CA 94134",+14155087416,37.71242,-122.40625,N/A
I-32OYNaIU4AMkUB-17fpw,Stable Cafe,4.0,512,"2128 Folsom St San Francisco, CA 94110",+14155521199,37.7632381549085,-122.41531057781,$
vhBRrvdxmYBmQ9DkVmxb6w,Oakside Cafe,4.0,160,"1195 Oak St San Francisco, CA 94117",+14154371985,37.772893756628,-122.438865154982,$
WUWA_alDU1VOQka8EHSCzw,Ritual Coffee Roasters,4.5,132,"1634 Jerrold Ave San Francisco, CA 94124",+14156946448,37.7396354675293,-122.39005279541,$$
L0unAXIIKcqQrAvtMNb3hg,Fox & Kit,4.0,119,"1031 C St San Rafael, CA 94901",+14159915061,37.97402,-122.5308,$$
I63u4dWV5EN2UXbKBTbBCw,Hippies Brew Express,4.5,1392,"888 C St Hayward, CA 94541",+15104618629,37.6710301,-122.0832826,$
afDaXKW7-juSg2wd7jxWmA,Philz Coffee,4.0,387,"1 Front St Ste 100 San Francisco, CA 94111",+14155682535,37.7918127617658,-122.398988083005,$
pQnKPtegsfJnynKzdMopuw,Klatch Coffee,4.0,66,"1452 Franklin St San Francisco, CA 94109",+14154004476,37.7881248380155,-122.423422336578,$
4qC4rdMhPBV-BDI-ET2ijg,Vive La Tarte,4.5,565,"1160 Howard St San Francisco, CA 94103",+14156345444,37.7769811042271,-122.410907296645,$$
vJaF4HdnmSVF_V0BjeKjtg,Blue Bottle Coffee,4.0,1517,"1 Ferry Building Ste 7 San Francisco, CA 94111",+15106533394,37.7960448083673,-122.393810043172,$
xz1p8uJ9dfh5YVzK_WNxzQ,Bluestone Lane,4.0,270,"227 Front St San Francisco, CA 94111",+17183746858,37.79375,-122.39906,$$
ywuPgzXcP4l1viSteduK9A,Ritual Coffee Roasters,4.0,322,"432B Octavia St San Francisco, CA 94102",+14158650989,37.77646571106,-122.42434780212,$$
MSXZjgGApWCOJUz1-0jKng,Jane on Larkin,4.0,457,"925 Larkin St San Francisco, CA 94109",+14155935359,37.7864643147421,-122.418316288196,$$
qca98_LK1iUXVwEkiaYfiw,Zocalo Coffeehouse,4.0,808,"645 Bancroft Ave San Leandro, CA 94577",+15105690102,37.7332134199904,-122.150912406151,$
NSdPk7sJRclphhYIMe186w,Martha & Brothers Coffee,4.0,131,"401 Irving St San Francisco, CA 94122",+14157424662,37.7640724182129,-122.462303161621,$
6Yoh6t8_nmpJqwmNDENP6w,Yo También Cantina,4.5,51,"205 Hugo St San Francisco, CA 94122",+16282197622,37.76511,-122.46023,$$
45W9g3pArmsMlOK8pYnKcA,Tartine Inner Sunset,3.5,115,"1226 9th Ave San Francisco, CA 94122",+14157425005,37.7654012467317,-122.466277216018,$$
g4a_e2U1XVPU7tbuh7L9Ng,French Bakery,4.5,3,"1101 Taraval St San Francisco, CA 94116",+14157026610,37.742795,-122.478074,N/A
2XsnYnLe_b9-KOx8GCEJAQ,Equator Coffees,4.0,154,"986 Market St San Francisco, CA 94102",+14156149129,37.782661,-122.409997,$$
UVt1r213Ju4wi5YdoDDVmA,Le Trio,4.5,92,"2575 Judah St San Francisco, CA 94122",+14157425746,37.7609,-122.48952,N/A
V8wOXvAbS9ghCMuYlPQVww,Spro Coffee Lab,4.5,195,"601 Mission Bay Blvd N San Francisco, CA 94158",+14156636811,37.770788,-122.391632,$$
BNrzxkJNS7cos8s_VzIA5A,Philz Coffee,4.5,184,"300 Folsom St San Francisco, CA 94105",+14152306359,37.7886764013327,-122.393061536082,$$
xK1a8IdJzw-T1rao_fwNXg,Orson's Belly,4.5,140,"1737 Balboa St San Francisco, CA 94121",+14153403967,37.77646,-122.47773,$$
EbBEbroBw1k_g5Aqokk0rA,Bean Bag Cafe,4.0,862,"601 Divisadero St San Francisco, CA 94117",+14155633634,37.7750101,-122.4378421,$$
hpWcjUQ0dhXRN-2wUWQYCQ,Cinderella Bakery & Cafe,4.0,954,"436 Balboa St San Francisco, CA 94118",+14157519690,37.77745,-122.46374,$$
r8fn5tRnxCWw_g8dV-7Biw,Coffee Mission,4.0,127,"3325 24th St San Francisco, CA 94110",+14158749419,37.7520686810062,-122.419053996924,$
6iR0zBfiup79DErYKAXY0Q,Cafe International,4.0,411,"508 Haight St San Francisco, CA 94117",+14155527390,37.77227,-122.43084,$
yE7T_HNyweNF_HvGbB4nfQ,Kasama Cà Phê,5.0,11,"2127 Polk St San Francisco, CA 94109",,37.7963794,-122.4222862,N/A
7SpJ-giYeXl9kJpDp1eR-A,Equator Coffees,4.0,168,"2 Miller Ave Mill Valley, CA 94941",+14153831651,37.9059,-122.54845,$$
405xpGfzDWLqD638kMIpyg,Samovar - Fillmore St.,4.0,56,"1910 Fillmore St San Francisco, CA 94115",+14158143507,37.7874279428932,-122.433437053773,$$
iuOjXmZ_C88EF0LCtoHCUA,Cafe Réveille,3.5,368,"610 Long Bridge St San Francisco, CA 94158",+14155807260,37.7734805146623,-122.391614224992,$$
FHvobRUdD3QTHR-k0vhtKA,Never Too Latte Cafe,4.0,953,"486 San Mateo Ave San Bruno, CA 94066",+16505884685,37.6240687072277,-122.411187440157,$
cOEChlUFM3SZGSz7fKs0lw,Sausalito Equator,4.0,23,"1201 Bridgeway Sausalito, CA 94965",+14157299656,37.859072,-122.485357,$$
xvnVHrF9-XOnEB6coXS3ew,"Andytown Roastery, Training Lab, & Coffee Supply",3.5,46,"3016 Taraval San Francisco, CA 94116",+14157029859,37.74228,-122.4987,$$
jTk2zGDdDSVKk3oA0v37xg,Pentacle Coffee,5.0,66,"64 6th St San Francisco, CA 94103",+14155086258,37.78117,-122.40936,$$
Dq4nwjdpoA1xqmPguJwf6w,Tan Tan Coffee Shop,4.0,65,"1825 Post St San Francisco, CA 94115",+14153466260,37.78497,-122.43185,$
